"contig","D","JK_D","V_JK_D","Z","pvalue","nABBA","nBABA","nBlocks","H1","H2","H3","H4","p_adjust"
"MA_214489","1.000000","1.000000","0.000000","Inf","0.000000","0.287881","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_215148","-0.420432","-0.420432","0.005543","-5.647099","0.000000","3.174260","7.779621","2","South_RS","Mid_North_RS","BS","NS",0
"MA_21602","0.165924","0.165924","0.001221","4.749421","0.000002","5.724506","4.095180","2","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_216542","-0.060977","-0.060977","0.000063","-7.709176","0.000000","25.435686","28.739130","2","South_RS","Mid_North_RS","BS","NS",0
"MA_216946","-0.413389","-0.413389","0.008392","-4.512653","0.000006","2.890241","6.963792","2","South_RS","Mid_North_RS","BS","NS",6.28361344537815e-05
"MA_21710","0.308722","0.308722","0.001681","7.528856","0.000000","1.938176","1.023761","2","South_RS","Mid_North_RS","BS","NS",0
"MA_217472","0.336561","0.336561","0.001514","8.651099","0.000000","4.447057","2.207422","2","South_RS","Mid_North_RS","BS","NS",0
"MA_217625","0.990556","0.990556","0.008415","10.798138","0.000000","13.959647","0.066228","2","South_RS","Mid_North_RS","BS","NS",0
"MA_218168","0.864956","0.864956","0.001719","20.860743","0.000000","3.966318","0.287207","2","South_RS","Mid_North_RS","BS","NS",0
"MA_2182","-0.217158","-0.217158","0.002790","-4.111586","0.000039","4.867303","7.567658","3","South_RS","Mid_North_RS","BS","NS",0.000363619077306733
"MA_218554","-0.770248","-0.770248","0.002650","-14.961758","0.000000","0.124717","0.960950","2","South_RS","Mid_North_RS","BS","NS",0
"MA_21940","0.123512","0.123512","0.000021","27.253365","0.000000","1.406250","1.097060","2","South_RS","Mid_North_RS","BS","NS",0
"MA_219972","0.251624","0.251624","0.000890","8.434300","0.000000","25.588060","15.299711","3","South_RS","Mid_North_RS","BS","NS",0
"MA_220706","1.000000","1.000000","0.000000","Inf","0.000000","1.369686","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_22179","0.458421","0.458421","0.011202","4.331229","0.000015","13.036637","4.841100","3","South_RS","Mid_North_RS","BS","NS",0.000148756631299735
"MA_222243","-0.144378","-0.144378","0.000901","-4.810992","0.000002","2.116260","2.830458","2","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_224083","0.228296","0.228296","0.000501","10.194680","0.000000","1.586883","0.996995","2","South_RS","Mid_North_RS","BS","NS",0
"MA_22510","0.071909","0.071909","0.000134","6.213611","0.000000","72.905089","63.123364","4","South_RS","Mid_North_RS","BS","NS",0
"MA_22529","-0.470827","-0.470827","0.008333","-5.157854","0.000000","3.081956","8.566237","2","South_RS","Mid_North_RS","BS","NS",0
"MA_22613","0.029685","0.029685","0.000010","9.371358","0.000000","13.163177","12.404204","2","South_RS","Mid_North_RS","BS","NS",0
"MA_22621","0.198728","0.198728","0.001853","4.616340","0.000004","34.949235","23.361302","6","South_RS","Mid_North_RS","BS","NS",4.25159914712154e-05
"MA_226645","0.452843","0.452843","0.008087","5.035648","0.000000","6.098796","2.296877","2","South_RS","Mid_North_RS","BS","NS",0
"MA_2297","0.959241","0.959241","0.000464","44.527560","0.000000","2.990938","0.062222","2","South_RS","Mid_North_RS","BS","NS",0
"MA_230072","0.999045","0.999045","0.000001","986.708168","0.000000","1.614030","0.000771","2","South_RS","Mid_North_RS","BS","NS",0
"MA_230183","0.174178","0.174178","0.000764","6.299615","0.000000","8.516236","5.989630","2","South_RS","Mid_North_RS","BS","NS",0
"MA_23229","-0.696459","-0.696459","0.010747","-6.718283","0.000000","1.388500","7.760167","2","South_RS","Mid_North_RS","BS","NS",0
"MA_232828","-0.247445","-0.247445","0.001964","-5.584210","0.000000","2.218410","3.677266","2","South_RS","Mid_North_RS","BS","NS",0
"MA_234285","0.355517","0.355517","0.003628","5.902129","0.000000","2.378444","1.130836","2","South_RS","Mid_North_RS","BS","NS",0
"MA_23433","-0.453175","-0.453175","0.002614","-8.863335","0.000000","9.726062","25.846761","3","South_RS","Mid_North_RS","BS","NS",0
"MA_23506","0.179853","0.179853","0.000001","221.060924","0.000000","7.066859","4.912363","2","South_RS","Mid_North_RS","BS","NS",0
"MA_235928","0.399490","0.399490","0.002803","7.545207","0.000000","2.277370","0.977201","2","South_RS","Mid_North_RS","BS","NS",0
"MA_238650","0.888246","0.888246","0.001251","25.113872","0.000000","13.826484","0.818307","2","South_RS","Mid_North_RS","BS","NS",0
"MA_239579","0.861345","0.861345","0.003773","14.022747","0.000000","1.418221","0.105646","2","South_RS","Mid_North_RS","BS","NS",0
"MA_24218","0.328224","0.328224","0.001369","8.871142","0.000000","3.525661","1.783175","2","South_RS","Mid_North_RS","BS","NS",0
"MA_244958","0.731749","0.731749","0.004819","10.541376","0.000000","8.876956","1.375059","2","South_RS","Mid_North_RS","BS","NS",0
"MA_245048","0.246082","0.246082","0.000056","33.016683","0.000000","1.084661","0.656253","2","South_RS","Mid_North_RS","BS","NS",0
"MA_245541","0.841543","0.841543","0.021557","5.731705","0.000000","1.993253","0.171511","2","South_RS","Mid_North_RS","BS","NS",0
"MA_245601","0.877748","0.877748","0.005033","12.373054","0.000000","1.992427","0.129718","2","South_RS","Mid_North_RS","BS","NS",0
"MA_24634","0.460352","0.460352","0.008074","5.123397","0.000000","2.320134","0.857366","2","South_RS","Mid_North_RS","BS","NS",0
"MA_246547","0.777512","0.777512","0.000504","34.647978","0.000000","1.047304","0.131089","2","South_RS","Mid_North_RS","BS","NS",0
"MA_248133","0.415073","0.415073","0.003294","7.232195","0.000000","2.897507","1.197699","2","South_RS","Mid_North_RS","BS","NS",0
"MA_248329","0.748302","0.748302","0.028208","4.455416","0.000008","1.418685","0.204244","2","South_RS","Mid_North_RS","BS","NS",8.26243093922652e-05
"MA_2483","0.712059","0.712059","0.022204","4.778545","0.000002","10.455604","1.758464","4","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_248802","0.965996","0.965996","0.000157","77.147441","0.000000","0.576323","0.009968","2","South_RS","Mid_North_RS","BS","NS",0
"MA_251664","0.284669","0.284669","0.004418","4.282754","0.000018","5.045741","2.809575","2","South_RS","Mid_North_RS","BS","NS",0.000176749835850295
"MA_25173","0.130391","0.130391","0.000143","10.896701","0.000000","5.037423","3.875285","2","South_RS","Mid_North_RS","BS","NS",0
"MA_25261","0.804698","0.804698","0.002603","15.773753","0.000000","0.899769","0.097372","2","South_RS","Mid_North_RS","BS","NS",0
"MA_252882","0.982724","0.982724","0.000005","461.111391","0.000000","8.267190","0.072036","2","South_RS","Mid_North_RS","BS","NS",0
"MA_25323","0.810289","0.810289","0.001255","22.870802","0.000000","10.074951","1.055812","4","South_RS","Mid_North_RS","BS","NS",0
"MA_255786","0.604452","0.604452","0.013384","5.224807","0.000000","0.368586","0.090868","2","South_RS","Mid_North_RS","BS","NS",0
"MA_256502","0.207596","0.207596","0.000250","13.137947","0.000000","31.793763","20.862511","2","South_RS","Mid_North_RS","BS","NS",0
"MA_256511","0.669115","0.669115","0.002500","13.381044","0.000000","2.353820","0.466621","2","South_RS","Mid_North_RS","BS","NS",0
"MA_257104","0.641282","0.641282","0.004757","9.297673","0.000000","1.422401","0.310879","2","South_RS","Mid_North_RS","BS","NS",0
"MA_25816","0.330944","0.330944","0.000710","12.423769","0.000000","8.832249","4.439908","3","South_RS","Mid_North_RS","BS","NS",0
"MA_2589","0.384389","0.384389","0.006994","4.596284","0.000004","37.116135","16.504830","6","South_RS","Mid_North_RS","BS","NS",4.25159914712154e-05
"MA_261457","-0.650956","-0.650956","0.000549","-27.789614","0.000000","0.088378","0.418022","2","South_RS","Mid_North_RS","BS","NS",0
"MA_262150","-0.011555","-0.011555","0.000000","-22.504898","0.000000","2.172189","2.222976","2","South_RS","Mid_North_RS","BS","NS",0
"MA_26311","0.555768","0.555768","0.010291","5.478516","0.000000","7.941834","2.267698","5","South_RS","Mid_North_RS","BS","NS",0
"MA_26324","-0.248239","-0.248239","0.001212","-7.131090","0.000000","10.936626","18.159406","3","South_RS","Mid_North_RS","BS","NS",0
"MA_263561","-0.166684","-0.166684","0.000470","-7.688048","0.000000","7.362772","10.308253","2","South_RS","Mid_North_RS","BS","NS",0
"MA_26457","0.859646","0.859646","0.000655","33.585924","0.000000","5.387588","0.406619","2","South_RS","Mid_North_RS","BS","NS",0
"MA_264606","0.212939","0.212939","0.000282","12.683902","0.000000","1.977264","1.283021","2","South_RS","Mid_North_RS","BS","NS",0
"MA_26493","1.000000","1.000000","0.000000","Inf","0.000000","1.159091","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_265196","-0.064548","-0.064548","0.000007","-24.805706","0.000000","2.743882","3.122550","2","South_RS","Mid_North_RS","BS","NS",0
"MA_267105","0.628299","0.628299","0.000227","41.698972","0.000000","0.954304","0.217844","2","South_RS","Mid_North_RS","BS","NS",0
"MA_267113","0.975063","0.975063","0.000020","215.532308","0.000000","4.837277","0.061076","2","South_RS","Mid_North_RS","BS","NS",0
"MA_26724","0.344951","0.344951","0.000303","19.832554","0.000000","8.999981","4.383377","3","South_RS","Mid_North_RS","BS","NS",0
"MA_2687","0.428102","0.428102","0.006266","5.408017","0.000000","3.421173","1.370045","2","South_RS","Mid_North_RS","BS","NS",0
"MA_27198","1.000000","1.000000","0.000000","Inf","0.000000","1.434561","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_273360","0.361664","0.361664","0.005374","4.933385","0.000001","2.159016","1.012127","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_27336","0.960721","0.960721","0.000535","41.541181","0.000000","1.904158","0.038146","2","South_RS","Mid_North_RS","BS","NS",0
"MA_27593","-0.080763","-0.080763","0.000006","-31.951277","0.000000","28.935703","34.020219","2","South_RS","Mid_North_RS","BS","NS",0
"MA_27614","0.721764","0.721764","0.020255","5.071455","0.000000","3.531770","0.570732","3","South_RS","Mid_North_RS","BS","NS",0
"MA_276439","0.182968","0.182968","0.000010","57.809915","0.000000","13.938191","9.626600","2","South_RS","Mid_North_RS","BS","NS",0
"MA_278458","0.258927","0.258927","0.001113","7.760044","0.000000","7.000370","4.120802","2","South_RS","Mid_North_RS","BS","NS",0
"MA_28005","0.128693","0.128693","0.000241","8.288206","0.000000","10.477748","8.088417","2","South_RS","Mid_North_RS","BS","NS",0
"MA_28051","-0.265906","-0.265906","0.000147","-21.918108","0.000000","3.013688","5.196947","2","South_RS","Mid_North_RS","BS","NS",0
"MA_28080","-0.717444","-0.717444","0.001031","-22.338996","0.000000","0.475785","2.891938","2","South_RS","Mid_North_RS","BS","NS",0
"MA_281809","0.867965","0.867965","0.004814","12.509495","0.000000","5.830654","0.412134","2","South_RS","Mid_North_RS","BS","NS",0
"MA_282139","-0.085314","-0.085314","0.000145","-7.081004","0.000000","3.737134","4.434271","2","South_RS","Mid_North_RS","BS","NS",0
"MA_28222","0.133828","0.133828","0.000382","6.845006","0.000000","19.103933","14.594196","3","South_RS","Mid_North_RS","BS","NS",0
"MA_282916","0.657537","0.657537","0.021959","4.437226","0.000009","2.256406","0.466195","2","South_RS","Mid_North_RS","BS","NS",9.25051546391753e-05
"MA_283576","0.434188","0.434188","0.000436","20.786815","0.000000","6.584173","2.597569","2","South_RS","Mid_North_RS","BS","NS",0
"MA_283699","0.271400","0.271400","0.001283","7.578431","0.000000","20.776494","11.906355","2","South_RS","Mid_North_RS","BS","NS",0
"MA_286552","0.817343","0.817343","0.004168","12.659676","0.000000","5.684737","0.571359","2","South_RS","Mid_North_RS","BS","NS",0
"MA_287168","-0.941509","-0.941509","0.027676","-5.659421","0.000000","0.082151","2.726884","2","South_RS","Mid_North_RS","BS","NS",0
"MA_288337","0.218776","0.218776","0.001054","6.738506","0.000000","3.798691","2.434923","2","South_RS","Mid_North_RS","BS","NS",0
"MA_28872","-0.952221","-0.952221","0.020670","-6.623250","0.000000","0.276174","11.284253","3","South_RS","Mid_North_RS","BS","NS",0
"MA_289148","-0.614948","-0.614948","0.002356","-12.668368","0.000000","1.666341","6.988818","2","South_RS","Mid_North_RS","BS","NS",0
"MA_28927","-0.216691","-0.216691","0.002245","-4.572983","0.000005","16.988719","26.388076","4","South_RS","Mid_North_RS","BS","NS",5.26584507042254e-05
"MA_289337","-0.148357","-0.148357","0.001259","-4.181029","0.000029","2.913283","3.928278","2","South_RS","Mid_North_RS","BS","NS",0.000275361904761905
"MA_289808","0.787103","0.787103","0.005764","10.367104","0.000000","0.979745","0.116717","2","South_RS","Mid_North_RS","BS","NS",0
"MA_29103","0.826440","0.826440","0.004264","12.655806","0.000000","3.133889","0.297802","3","South_RS","Mid_North_RS","BS","NS",0
"MA_291382","0.357875","0.357875","0.001298","9.933591","0.000000","4.644205","2.196198","2","South_RS","Mid_North_RS","BS","NS",0
"MA_295001","0.269861","0.269861","0.000003","165.923715","0.000000","2.372861","1.364336","2","South_RS","Mid_North_RS","BS","NS",0
"MA_295755","0.463773","0.463773","0.000344","25.007333","0.000000","13.118843","4.805856","2","South_RS","Mid_North_RS","BS","NS",0
"MA_29666","0.148919","0.148919","0.001051","4.594202","0.000004","3.339573","2.473847","3","South_RS","Mid_North_RS","BS","NS",4.25159914712154e-05
"MA_297180","0.868550","0.868550","0.001215","24.919806","0.000000","0.603410","0.042449","2","South_RS","Mid_North_RS","BS","NS",0
"MA_297495","0.790467","0.790467","0.007569","9.085985","0.000000","0.169380","0.019822","2","South_RS","Mid_North_RS","BS","NS",0
"MA_2998","-0.430806","-0.430806","0.002149","-9.293011","0.000000","2.423052","6.090926","3","South_RS","Mid_North_RS","BS","NS",0
"MA_300643","-0.263983","-0.263983","0.000101","-26.214714","0.000000","0.877547","1.507038","2","South_RS","Mid_North_RS","BS","NS",0
"MA_30078","0.625469","0.625469","0.016165","4.919533","0.000001","2.145132","0.494268","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_30087","0.741787","0.741787","0.021501","5.058854","0.000000","5.244891","0.777535","3","South_RS","Mid_North_RS","BS","NS",0
"MA_301182","0.915406","0.915406","0.002147","19.755531","0.000000","2.402168","0.106092","2","South_RS","Mid_North_RS","BS","NS",0
"MA_301432","0.014755","0.014755","0.000006","6.238273","0.000000","7.670296","7.447236","2","South_RS","Mid_North_RS","BS","NS",0
"MA_302207","-0.051876","-0.051876","0.000119","-4.762381","0.000002","0.270386","0.299974","2","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_30402","0.559664","0.559664","0.002747","10.678428","0.000000","4.086635","1.153769","3","South_RS","Mid_North_RS","BS","NS",0
"MA_304","0.219721","0.219721","0.001621","5.456873","0.000000","23.245783","14.870761","5","South_RS","Mid_North_RS","BS","NS",0
"MA_308055","-0.073223","-0.073223","0.000046","-10.766899","0.000000","6.858521","7.942278","2","South_RS","Mid_North_RS","BS","NS",0
"MA_308084","0.534874","0.534874","0.000654","20.917649","0.000000","2.172893","0.658471","2","South_RS","Mid_North_RS","BS","NS",0
"MA_30931","0.111328","0.111328","0.000658","4.339602","0.000014","16.109155","12.881673","4","South_RS","Mid_North_RS","BS","NS",0.00013995320855615
"MA_314812","0.141639","0.141639","0.000005","62.484218","0.000000","2.629280","1.976869","2","South_RS","Mid_North_RS","BS","NS",0
"MA_315649","0.821692","0.821692","0.001533","20.986692","0.000000","0.781524","0.076496","2","South_RS","Mid_North_RS","BS","NS",0
"MA_315890","-0.613804","-0.613804","0.007605","-7.038414","0.000000","0.341768","1.428152","2","South_RS","Mid_North_RS","BS","NS",0
"MA_316275","-0.277912","-0.277912","0.000447","-13.148755","0.000000","1.310154","2.318640","2","South_RS","Mid_North_RS","BS","NS",0
"MA_31688","0.364260","0.364260","0.003953","5.793710","0.000000","2.816092","1.312289","3","South_RS","Mid_North_RS","BS","NS",0
"MA_318679","0.297139","0.297139","0.001017","9.317661","0.000000","13.354517","7.236210","2","South_RS","Mid_North_RS","BS","NS",0
"MA_32031","0.599802","0.599802","0.001500","15.487274","0.000000","9.365312","2.342775","4","South_RS","Mid_North_RS","BS","NS",0
"MA_32412","-0.410475","-0.410475","0.003323","-7.120998","0.000000","1.875210","4.486554","2","South_RS","Mid_North_RS","BS","NS",0
"MA_32523","0.713782","0.713782","0.019333","5.133540","0.000000","2.312437","0.386199","2","South_RS","Mid_North_RS","BS","NS",0
"MA_32903","0.244594","0.244594","0.000028","46.410358","0.000000","19.508022","11.840401","3","South_RS","Mid_North_RS","BS","NS",0
"MA_329251","-0.144000","-0.144000","0.000808","-5.066516","0.000000","5.787103","7.734171","2","South_RS","Mid_North_RS","BS","NS",0
"MA_330312","0.929200","0.929200","0.000013","259.856866","0.000000","1.563316","0.057372","2","South_RS","Mid_North_RS","BS","NS",0
"MA_330807","0.454109","0.454109","0.003252","7.962634","0.000000","0.790918","0.296921","2","South_RS","Mid_North_RS","BS","NS",0
"MA_33267","0.299731","0.299731","0.002589","5.890555","0.000000","1.706067","0.919195","2","South_RS","Mid_North_RS","BS","NS",0
"MA_33279","-0.164154","-0.164154","0.000092","-17.068151","0.000000","6.959389","9.692932","3","South_RS","Mid_North_RS","BS","NS",0
"MA_333124","0.948455","0.948455","0.000100","94.644056","0.000000","2.234528","0.059113","2","South_RS","Mid_North_RS","BS","NS",0
"MA_333254","0.880653","0.880653","0.003884","14.130825","0.000000","0.594305","0.037715","2","South_RS","Mid_North_RS","BS","NS",0
"MA_336179","0.915175","0.915175","0.000299","52.937756","0.000000","1.200584","0.053175","2","South_RS","Mid_North_RS","BS","NS",0
"MA_336247","-0.862210","-0.862210","0.040619","-4.278056","0.000019","0.102981","1.391775","2","South_RS","Mid_North_RS","BS","NS",0.000185837148463048
"MA_33645","-0.215687","-0.215687","0.000491","-9.735376","0.000000","3.853663","5.973191","2","South_RS","Mid_North_RS","BS","NS",0
"MA_336693","0.714205","0.714205","0.001325","19.618257","0.000000","1.267051","0.211245","2","South_RS","Mid_North_RS","BS","NS",0
"MA_337383","0.565543","0.565543","0.018243","4.187177","0.000028","1.445874","0.401248","2","South_RS","Mid_North_RS","BS","NS",0.000266713375796178
"MA_338425","0.669963","0.669963","0.002906","12.427183","0.000000","0.894212","0.176724","2","South_RS","Mid_North_RS","BS","NS",0
"MA_338751","0.184104","0.184104","0.001616","4.579645","0.000005","10.277145","7.081368","2","South_RS","Mid_North_RS","BS","NS",5.26584507042254e-05
"MA_3388","0.160215","0.160215","0.000446","7.590147","0.000000","41.153740","29.787855","4","South_RS","Mid_North_RS","BS","NS",0
"MA_339377","0.359046","0.359046","0.005792","4.717587","0.000002","17.896293","8.440261","2","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_3393","0.167723","0.167723","0.001627","4.158244","0.000032","6.422913","4.577836","3","South_RS","Mid_North_RS","BS","NS",0.000301360201511335
"MA_340269","-0.474931","-0.474931","0.002551","-9.402767","0.000000","2.070610","5.816399","2","South_RS","Mid_North_RS","BS","NS",0
"MA_341767","-0.463543","-0.463543","0.000366","-24.239848","0.000000","0.351600","0.959223","2","South_RS","Mid_North_RS","BS","NS",0
"MA_342475","-0.988123","-0.988123","0.003658","-16.336974","0.000000","0.077374","12.951831","2","South_RS","Mid_North_RS","BS","NS",0
"MA_34288","0.396847","0.396847","0.005399","5.401075","0.000000","4.194299","1.811081","2","South_RS","Mid_North_RS","BS","NS",0
"MA_343126","0.143570","0.143570","0.001140","4.251608","0.000021","3.121379","2.337631","2","South_RS","Mid_North_RS","BS","NS",0.000203931818181818
"MA_344051","-0.835484","-0.835484","0.001721","-20.140382","0.000000","0.307321","3.428752","2","South_RS","Mid_North_RS","BS","NS",0
"MA_345036","0.356423","0.356423","0.004951","5.065328","0.000000","6.474793","3.072069","2","South_RS","Mid_North_RS","BS","NS",0
"MA_34648","0.686085","0.686085","0.004696","10.011965","0.000000","1.400633","0.260770","3","South_RS","Mid_North_RS","BS","NS",0
"MA_34692","0.164440","0.164440","0.000532","7.130612","0.000000","6.167493","4.425570","2","South_RS","Mid_North_RS","BS","NS",0
"MA_348246","0.985174","0.985174","0.005213","13.644685","0.000000","3.103310","0.023176","2","South_RS","Mid_North_RS","BS","NS",0
"MA_348624","-0.229152","-0.229152","0.002126","-4.969851","0.000001","4.777236","7.617514","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_348899","0.277051","0.277051","0.000340","15.031262","0.000000","14.882840","8.425294","3","South_RS","Mid_North_RS","BS","NS",0
"MA_34919","-0.372219","-0.372219","0.002719","-7.138836","0.000000","3.043755","6.653120","3","South_RS","Mid_North_RS","BS","NS",0
"MA_349851","0.428539","0.428539","0.001148","12.649462","0.000000","10.811024","4.324751","2","South_RS","Mid_North_RS","BS","NS",0
"MA_350854","0.886287","0.886287","0.000065","110.348637","0.000000","5.696496","0.343409","2","South_RS","Mid_North_RS","BS","NS",0
"MA_35158","0.817737","0.817737","0.012680","7.261929","0.000000","6.373897","0.639107","2","South_RS","Mid_North_RS","BS","NS",0
"MA_352138","-0.192448","-0.192448","0.000706","-7.240696","0.000000","4.015938","5.930020","2","South_RS","Mid_North_RS","BS","NS",0
"MA_35218","-0.903327","-0.903327","0.044205","-4.296439","0.000017","0.124408","2.449389","3","South_RS","Mid_North_RS","BS","NS",0.000167811881188119
"MA_35485","1.000000","1.000000","0.000000","Inf","0.000000","1.027030","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_35771","0.613296","0.613296","0.011580","5.699264","0.000000","6.573645","1.575692","4","South_RS","Mid_North_RS","BS","NS",0
"MA_35780","0.593175","0.593175","0.015816","4.716714","0.000002","15.951544","4.073300","4","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_3590","-0.224629","-0.224629","0.001506","-5.789139","0.000000","5.404113","8.535308","2","South_RS","Mid_North_RS","BS","NS",0
"MA_35978","0.220777","0.220777","0.000443","10.489644","0.000000","5.874166","3.749486","2","South_RS","Mid_North_RS","BS","NS",0
"MA_36072","0.756128","0.756128","0.029924","4.371069","0.000012","2.400338","0.333333","3","South_RS","Mid_North_RS","BS","NS",0.000121093117408907
"MA_361558","0.636459","0.636459","0.010965","6.078165","0.000000","3.806039","0.845516","2","South_RS","Mid_North_RS","BS","NS",0
"MA_362616","0.679421","0.679421","0.003019","12.365912","0.000000","8.424659","1.608153","2","South_RS","Mid_North_RS","BS","NS",0
"MA_362755","0.873040","0.873040","0.001139","25.871274","0.000000","2.838546","0.192405","2","South_RS","Mid_North_RS","BS","NS",0
"MA_36317","0.613453","0.613453","0.002199","13.082847","0.000000","7.028520","1.683873","2","South_RS","Mid_North_RS","BS","NS",0
"MA_363303","0.343230","0.343230","0.003761","5.596775","0.000000","2.919276","1.427375","2","South_RS","Mid_North_RS","BS","NS",0
"MA_36423","0.180429","0.180429","0.001468","4.708580","0.000002","5.738204","3.984028","2","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_366243","0.478460","0.478460","0.002179","10.249242","0.000000","5.190289","1.830922","2","South_RS","Mid_North_RS","BS","NS",0
"MA_366622","0.262192","0.262192","0.000036","43.496557","0.000000","11.389873","6.657886","2","South_RS","Mid_North_RS","BS","NS",0
"MA_36731","0.102865","0.102865","0.000384","5.246123","0.000000","1.664212","1.353767","2","South_RS","Mid_North_RS","BS","NS",0
"MA_36851","0.709534","0.709534","0.011878","6.510300","0.000000","3.472674","0.590040","3","South_RS","Mid_North_RS","BS","NS",0
"MA_3688","0.625167","0.625167","0.014164","5.253008","0.000000","7.850399","1.810636","3","South_RS","Mid_North_RS","BS","NS",0
"MA_368993","-0.921557","-0.921557","0.036465","-4.825993","0.000001","0.024411","0.597976","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_37028","-0.042202","-0.042202","0.000064","-5.294606","0.000000","3.249969","3.536368","3","South_RS","Mid_North_RS","BS","NS",0
"MA_37080","-0.235360","-0.235360","0.000422","-11.454004","0.000000","10.516897","16.991192","3","South_RS","Mid_North_RS","BS","NS",0
"MA_373599","0.159486","0.159486","0.000122","14.446232","0.000000","7.154562","5.186361","2","South_RS","Mid_North_RS","BS","NS",0
"MA_373671","0.312089","0.312089","0.005834","4.086070","0.000044","12.828828","6.725979","2","South_RS","Mid_North_RS","BS","NS",0.000407190594059406
"MA_37406","0.738574","0.738574","0.013540","6.347353","0.000000","1.627228","0.244683","2","South_RS","Mid_North_RS","BS","NS",0
"MA_374374","0.659401","0.659401","0.017278","5.016475","0.000001","2.961311","0.607821","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_374956","0.682640","0.682640","0.019999","4.827140","0.000001","0.519999","0.098076","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_37500","-0.126539","-0.126539","0.000077","-14.455411","0.000000","3.995542","5.153212","3","South_RS","Mid_North_RS","BS","NS",0
"MA_376557","1.000000","1.000000","0.000000","Inf","0.000000","1.189391","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_3787","0.518026","0.518026","0.009190","5.403736","0.000000","16.336653","5.186894","9","South_RS","Mid_North_RS","BS","NS",0
"MA_37965","-0.580639","-0.580639","0.017166","-4.431771","0.000009","1.182493","4.457001","4","South_RS","Mid_North_RS","BS","NS",9.25051546391753e-05
"MA_381796","0.404941","0.404941","0.001260","11.407439","0.000000","4.374504","1.852810","2","South_RS","Mid_North_RS","BS","NS",0
"MA_38249","0.294053","0.294053","0.004675","4.300504","0.000017","7.252434","3.956432","3","South_RS","Mid_North_RS","BS","NS",0.000167811881188119
"MA_383044","0.257917","0.257917","0.000007","99.329353","0.000000","7.057938","4.163689","2","South_RS","Mid_North_RS","BS","NS",0
"MA_383497","-0.685985","-0.685985","0.006125","-8.765489","0.000000","0.580310","3.115755","2","South_RS","Mid_North_RS","BS","NS",0
"MA_383910","0.859845","0.859845","0.000583","35.617786","0.000000","2.704975","0.203842","2","South_RS","Mid_North_RS","BS","NS",0
"MA_38593","-0.828913","-0.828913","0.009334","-8.579868","0.000000","0.588206","6.287901","2","South_RS","Mid_North_RS","BS","NS",0
"MA_38603","0.137863","0.137863","0.000444","6.541488","0.000000","16.381405","12.411889","2","South_RS","Mid_North_RS","BS","NS",0
"MA_386964","0.991197","0.991197","0.000035","168.211509","0.000000","0.950660","0.004203","2","South_RS","Mid_North_RS","BS","NS",0
"MA_387336","0.463666","0.463666","0.003240","8.146330","0.000000","3.556741","1.303304","2","South_RS","Mid_North_RS","BS","NS",0
"MA_387","0.778492","0.778492","0.028381","4.621007","0.000004","3.251982","0.405028","4","South_RS","Mid_North_RS","BS","NS",4.25159914712154e-05
"MA_39014","0.836935","0.836935","0.024540","5.342625","0.000000","11.061227","0.981909","4","South_RS","Mid_North_RS","BS","NS",0
"MA_39209","-0.107859","-0.107859","0.000189","-7.846817","0.000000","8.624972","10.710467","3","South_RS","Mid_North_RS","BS","NS",0
"MA_392657","0.836019","0.836019","0.000088","88.911642","0.000000","2.086680","0.186368","2","South_RS","Mid_North_RS","BS","NS",0
"MA_39267","0.287978","0.287978","0.001411","7.667710","0.000000","6.729446","3.720186","2","South_RS","Mid_North_RS","BS","NS",0
"MA_392802","0.110992","0.110992","0.000241","7.147525","0.000000","6.282471","5.027191","2","South_RS","Mid_North_RS","BS","NS",0
"MA_393516","0.310407","0.310407","0.004948","4.412631","0.000010","4.928785","2.593739","2","South_RS","Mid_North_RS","BS","NS",0.000102151639344262
"MA_39627","0.401291","0.401291","0.000968","12.898789","0.000000","3.612378","1.543406","2","South_RS","Mid_North_RS","BS","NS",0
"MA_39755","-0.683401","-0.683401","0.012700","-6.064238","0.000000","0.784426","4.170907","3","South_RS","Mid_North_RS","BS","NS",0
"MA_397963","0.224497","0.224497","0.002435","4.549474","0.000005","6.938832","4.394525","2","South_RS","Mid_North_RS","BS","NS",5.26584507042254e-05
